"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-68.7179,-31.7948,42.5641,48.7181,-69.7435,-54.3588,21.0258,0.51282,18.9745,-0.51282,26.1539,66.6666,-38.9742,-19.4872,
-67.4358,-26.9231,44.8718,50.5129,-62.8206,-45.8975,25.3848,-1.282,15.6411,1.282,24.3591,66.4104,-30.5127,-17.1794,
-73.0768,-33.077,43.3334,50.5128,-76.1539,-56.1539,24.359,-2.3077,15.641,2.3077,21.7948,67.4359,-27.9486,-20.2565,
-88.0768,-44.3591,48.4614,47.4358,-91.1539,-71.1539,27.4358,-1.7949,19.2307,1.7949,28.9744,72.0513,-38.718,-26.4104,
-83.5897,-42.0514,49.7435,49.7435,-90.7694,-64.1027,29.7435,-1.5385,16.923,1.5385,27.6923,74.8719,-38.4615,-25.1283,
-68.5897,-27.0514,36.1539,53.077,-75.7694,-49.1027,24.359,-1.7948,9.4872,1.7948,13.5897,64.3588,-25.8973,-14.1027,
-53.5897,-16.4104,33.3333,47.1794,-60.7694,-41.5386,27.1794,-3.0769,11.7947,3.0769,18.4614,60.5129,-22.5642,-13.3335,
-63.8462,-23.8462,33.5896,43.3333,-57.6924,-50.5129,26.4102,-2.8206,14.1025,2.8206,23.3333,64.3591,-27.436,-19.2307,
-56.6666,-23.8461,31.5385,44.8717,-47.9486,-44.359,23.8461,-2.8204,15.641,2.8204,18.2052,61.2821,-31.0258,-16.6666,
-54.1027,-22.3077,31.0258,46.923,-47.4359,-40.2565,24.359,-3.8461,17.6923,3.8461,17.1796,60.7692,-35.1283,-14.6154,
-61.0256,-21.0256,29.2307,46.1538,-51.282,-39.4871,24.6155,-3.0769,15.8975,3.0769,18.9744,64.1025,-35.8975,-14.3589,
-61.7948,-24.8717,37.1796,45.3846,-49.9999,-43.8461,32.0514,-2.3077,15.641,2.3077,20.7694,66.923,-36.1537,-14.6154,
-61.5385,-27.1796,42.0511,47.1796,-50.2565,-49.7435,33.8461,-2.5641,15.3846,2.5641,18.4615,64.1027,-44.1027,-13.8461,
-75.3846,-32.3077,41.0255,47.6923,-62.0514,-55.3846,31.7948,-1.5385,14.8717,1.5385,23.5897,66.1537,-45.1283,-11.2821,
-77.4359,-31.2821,43.0768,52.3075,-59.4872,-52.3077,35.3846,0.51282,15.8973,-0.51282,26.1537,73.3331,-41.5385,-13.8463,
-62.4359,-22.3076,43.8462,55.6411,-44.4872,-43.8462,39.7437,1.282,16.1538,-1.282,20.2563,68.9744,-50.5129,-19.7437,
-68.7178,-31.282,50.7693,50.2566,-52.3076,-52.8203,45.1282,0,18.9744,0,27.1797,71.2822,-65.5129,-22.0513,
-73.3333,-34.8718,48.2051,47.6924,-58.4617,-55.8975,41.0256,-2.0513,17.4358,2.0513,28.718,78.4614,-76.4102,-17.9487,
-58.9744,-21.5386,41.0256,46.1538,-46.6667,-42.5642,35.8975,-5.1282,15.8975,5.1282,15.8975,73.3333,-71.282,-17.436,
-50.2563,-6.5386,36.4102,44.1025,-31.6667,-28.718,33.3333,-7.6924,12.8206,5.1282,6.1538,65.6409,-63.0769,-22.5642,
-35.2563,8.4614,21.4102,45.8976,-16.6667,-13.718,22.8207,-6.4103,1.7948,-1.7948,1.7948,56.1539,-63.8461,-13.0768,
-20.2563,23.4614,10.5127,37.6921,-1.6667,1.282,14.1025,-10,-3.3335,-13.0769,-2.8206,41.1539,-66.9231,-7.9487,
-5.2563,38.4614,4.6154,26.6664,9.2308,13.8461,9.2308,-19.4872,-6.6666,-22.5641,-17.4359,26.1539,-76.9232,-22.0514,
-2.0513,53.4614,4.1025,25.1279,2.0513,18.4614,7.6921,-22.5642,-15.3848,-23.0769,-23.5898,22.564,-91.9232,-30.7693,
2.5641,68.4614,18.9742,38.9745,-2.5641,19.4872,22.0511,-8.2052,-6.1539,-9.2308,-8.5898,37.564,-103.5897,-16.4103,
3.3334,83.4614,13.5897,37.6923,-3.3334,14.1027,17.6923,-13.077,-6.4103,-19.2308,-10.5128,39.7435,-98.7179,-20.7692,
4.1027,90.2562,23.077,36.923,-9.7435,11.7948,24.1027,-12.3077,-4.1027,-27.6923,-8.2052,36.4103,-89.7435,-32.8204,
-0.25635,90,31.0256,42.8206,-11.5386,11.5386,30.5129,-6.9231,0.25635,-21.282,-1.282,47.4358,-86.9231,-33.5898,
-3.3334,85.3846,24.359,45.3846,-5.3846,13.5897,26.4103,-6.923,2.3077,-15.641,-2.3077,52.0511,-81.2821,-20.7692,
-18.3334,70.3846,23.5898,35.3848,-20.3846,-1.0256,22.5642,-11.282,1.5386,-20.5127,1.0256,45.6411,-74.8718,-22.564,
-28.4617,63.3335,30.5127,39.7434,-26.4104,-5.8975,28.4614,-6.4104,5.8975,-14.1025,11.0256,53.0769,-63.8462,-25.3848,
-39.7435,56.1539,33.077,45.3846,-30.5128,-13.0768,32.5641,-7.4359,7.4359,-8.9742,10.5128,61.2821,-61.2821,-26.923,
-39.4873,46.1538,34.8718,49.2307,-33.3333,-16.4104,30.2563,-6.6667,9.2307,-7.1794,6.6667,60,-55.8975,-20,
-31.7949,46.6667,30.2563,46.6667,-26.6667,-9.7437,25.6411,-5.1282,6.1538,-9.7437,5.1282,51.282,-46.1538,-12.8206,
-31.2821,45.1283,29.2308,42.5641,-25.1281,-13.3334,27.6923,-2.5641,2.5641,-12.8204,9.2308,51.2821,-41.5385,-13.8461,
-25.3848,43.3333,29.4871,44.3589,-21.7949,-16.6667,28.4614,-1.7949,1.7949,-14.1025,5.3845,51.5383,-35.1282,-16.1538,
-23.077,38.9745,32.8204,48.2052,-25.1283,-15.3846,33.8461,-4.6154,6.6666,-13.3334,4.6154,49.7435,-28.2052,-17.4359,
-23.8462,40.7693,32.5642,54.6155,-19.2307,-13.0769,34.1025,-5.8975,5.8975,-13.0769,8.4617,52.0513,-26.9231,-15.1282,
-18.7179,47.9486,25.3846,53.0768,-4.359,-8.4615,28.4615,-5.3846,4.359,-9.4872,8.4615,55.6412,-24.359,-11.0255,
-23.5896,38.4617,26.1538,42.5642,-16.4102,-13.8462,30.2563,-9.2307,7.1794,-7.1794,10.2563,55.8977,-28.2051,-13.3333,
-25.8975,36.1538,25.8975,41.282,-20.2563,-6.9231,31.5386,-6.4102,6.4102,-6.9231,7.4358,53.5898,-31.0256,-8.4614,
-31.282,35.8975,20,36.4104,-16.9229,-1.0256,26.1541,-5.6409,3.5898,-11.282,1.0256,44.1028,-29.7434,-3.0769,
-31.5385,32.0511,14.6154,34.1024,-15.641,-0.25647,19.7435,-8.4615,5.3846,-14.1027,-2.3077,38.7181,-27.4359,0.25647,
-29.2308,30.2562,4.6154,33.3334,-14.8717,3.5897,11.2821,-11.2821,-3.077,-19.4872,-9.7435,31.2821,-28.7179,3.077,
-31.7949,30.769,10.2563,36.4102,-13.3333,3.0769,16.9231,-8.718,-3.0769,-17.436,-6.6667,33.8462,-23.0769,5.6409,
-31.2822,29.7434,2.564,31.7947,-2.0513,4.6152,12.3076,-15.8975,-7.1797,-22.5642,-16.9231,28.2048,-26.6667,2.0513,
-28.2051,31.282,-3.0769,26.1541,3.0769,10.7693,8.718,-18.9744,-12.8206,-27.6921,-21.0256,17.949,-31.282,3.0769,
-30.5129,31.0256,5.8975,26.4104,-2.3076,5.3845,13.0769,-16.1538,-8.9744,-23.3335,-11.5386,22.3079,-27.436,2.3076,
-21.2821,35.1281,-0.25647,25.8976,9.4872,6.923,7.4359,-22.3077,-6.4103,-19.7435,-14.1027,24.359,-24.359,0.25647,
-16.1539,33.59,-4.8717,22.8204,15.6412,13.59,4.8717,-24.359,-6.923,-17.1796,-11.0255,22.8204,-21.2821,4.8717,
-23.5897,28.2052,-3.5897,19.4874,7.1798,10.7692,3.5897,-24.6154,-11.2819,-20.5128,-7.6923,21.0255,-21.5385,6.1539,
-30.5127,26.9233,8.9744,24.8721,-5.8975,-2.8206,10,-22.3076,-3.8462,-18.718,2.8206,26.9233,-18.2051,2.8206,
-38.9745,19.4872,21.5385,32.3077,-17.4359,-17.8206,20.5128,-15.8973,5.1283,-13.8461,14.8717,39.4872,-10.2565,-5.1283,
-36.9231,21.5383,18.4614,36.4102,-16.4102,-16.9231,22.5642,-10.2563,3.0769,-9.2307,12.3076,46.1538,-12.8206,-3.0769,
-44.1025,16.4104,20,32.8206,-28.2051,-20.5127,18.9744,-10.2563,3.0769,-6.6665,8.718,47.6924,-27.8206,-3.0769,
-50.7693,11.282,20.5127,34.3589,-29.7437,-20.5129,14.8718,-8.2051,4.6155,-8.2051,8.2051,49.7434,-42.8206,-4.6155,
-48.7181,13.8461,15.8973,32.8204,-22.5643,-15.3846,16.923,-10.2565,0.51282,-11.2821,7.6923,47.1796,-57.8206,-0.51282,
-49.7435,13.8461,22.0511,30.2565,-27.1796,-24.1027,24.1024,-12.3077,1.5385,-8.2052,10.2565,54.359,-72.8206,-1.5385,
-50.7693,12.8206,21.5383,36.4102,-27.1794,-27.6924,21.5383,-10.7693,6.1538,-6.1538,8.2051,58.4617,-86.1538,-8.2051,
-52.8206,11.7949,15.3845,36.9231,-21.5386,-18.9744,18.4614,-9.7437,6.1538,-8.2051,8.2051,51.7947,-76.4102,-6.1538,
-51.7948,14.8719,8.2052,31.795,-17.4359,-12.3077,11.795,-15.8973,-1.5385,-11.7948,4.1027,42.5641,-71.7948,1.5385,
-55.6411,13.0769,12.0513,32.0513,-28.4617,-20.2563,7.9487,-18.718,-0.25635,-9.4873,6.4102,41.7949,-74.6155,0.25635,
-66.6667,2.0513,23.0769,34.3589,-43.4617,-34.3591,14.8718,-14.3591,7.6921,-2.0513,16.4102,51.282,-71.7949,-6.1538,
-65.3845,-0.25635,15.6411,32.5642,-38.2051,-26.9231,11.5386,-13.0769,2.3076,0.25635,8.9744,53.0769,-60.2563,-3.8462,
-65.641,-6.6666,12.8204,26.1539,-31.7948,-27.6923,10.2565,-16.4103,2.5641,4.1027,6.6666,50.2565,-48.2052,-2.5641,
-73.3333,-16.4102,14.3591,22.5642,-46.7948,-42.6923,12.3079,-21.5383,9.2307,14.8718,12.3079,50.7695,-45.1282,-9.2307,
-73.0769,-10.5129,17.6924,29.4871,-55.6411,-45.8975,14.1025,-20.2563,8.9744,29.4871,10,55.6409,-37.1794,-8.9744,
-63.8461,-6.4103,27.9489,37.6925,-44.3588,-40.2562,18.2052,-15.641,6.4103,35.1283,8.9745,58.2052,-28.4615,-10.5128,
-54.8718,-6.1538,25.1282,35.3845,-33.8462,-44.1025,15.3845,-14.8718,6.1538,28.2051,9.7437,50.2563,-27.1794,-15.8975,
-63.8461,-9.4872,22.3077,27.4359,-48.8462,-53.5897,14.6154,-17.6923,9.4872,25.3846,14.1024,49.9999,-24.359,-20.7692,
-70.0001,-11.5385,31.0255,30.5128,-63.8462,-56.6669,15.1281,-15.641,11.5385,31.5385,15.1281,60.7692,-16.1539,-25.8976,
-63.5897,-7.1796,31.2821,34.8717,-55.3846,-50.2565,14.8717,-12.3077,7.1796,30.2565,11.7948,60.5131,-11.7948,-23.5897,
-66.9232,-8.4615,33.0768,34.1024,-59.7438,-52.0514,21.2819,-11.0258,6.4103,26.923,20.7692,64.3588,-6.4103,-15.1283,
-71.282,-14.3589,35.8975,35.3848,-70.7693,-58.4614,16.4104,-12.3076,7.6924,27.6924,23.0769,70.7693,-7.6924,-15.3845,
-68.718,-16.4102,38.9744,36.9231,-73.3333,-63.0769,13.3335,-10.2563,10.2563,30.2563,22.0513,71.282,-16.9231,-17.4358,
-73.5896,-14.6152,34.1028,37.1797,-75.6409,-62.8203,17.1797,-8.9744,8.9744,26.9231,20.7693,72.5645,-17.1794,-17.1794,
-78.7181,-12.5641,28.4615,37.1793,-78.2052,-60.7694,12.0511,-12.0514,8.4615,23.8461,17.1793,71.5382,-8.4615,-17.6925,
-83.077,-18.9745,35.8973,38.4615,-81.0258,-65.641,9.2308,-12.3077,14.8717,29.2308,19.9999,71.7948,-9.2308,-18.4615,
-77.1796,-11.0258,29.9999,40.2565,-66.0258,-52.0514,10.5128,-10.5128,14.6154,33.5897,18.7179,68.9745,-11.0258,-14.1027,
-71.0256,-7.4358,18.718,32.0513,-51.0258,-41.7949,6.9231,-14.6155,5.8975,26.4104,14.6155,56.1538,-5.8975,-12.564,
-70.7692,-17.4359,22.5641,25.641,-51.7948,-50.7692,5.1283,-16.923,2.5641,20.0001,16.4103,53.3336,-2.5641,-14.8717,
-69.4871,-16.1538,21.7949,27.436,-50.5127,-46.9231,3.8462,-17.1794,4.3589,22.8206,14.1025,53.0769,-3.8462,-13.0769,
-74.8719,-14.8719,20.5128,28.7179,-49.2308,-44.1027,6.6666,-15.3846,9.2306,26.1537,16.923,50.2562,-6.6666,-12.8207,
-75.1283,-14.1027,18.7179,27.9486,-52.0514,-46.4103,4.359,-11.5385,6.923,23.8461,18.2052,52.5641,-4.359,-10.5128,
-78.4614,-18.9744,20.5129,25.1282,-65.6411,-51.7949,2.5642,-13.8462,4.1025,25.6411,19.4873,59.4871,-2.5642,-10.2563,
-89.4873,-28.4617,34.6152,29.4871,-80.2563,-62.8206,12.0513,-14.6155,12.0513,29.4871,27.9487,68.9744,-12.0513,-16.6667,
-104.4873,-38.205,39.7438,32.0514,-95.2563,-77.8206,15.6412,-11.5385,11.5385,26.9232,30.0001,73.59,-20.7692,-29.4872,
-119.4873,-53.205,49.7435,31.7948,-110.2563,-92.8206,16.9232,-12.8204,12.8204,25.1283,38.9745,88.2052,-12.8204,-42.5641,
-134.4873,-67.9486,58.2052,37.6923,-125.2563,-107.8206,15.641,-15.641,17.6923,24.359,42.8204,100.2565,-27.8204,-46.923,
-139.4871,-65.6411,55.3845,37.9487,-140.2563,-122.8206,15.3845,-14.3589,14.3589,25.1282,37.9487,98.9744,-42.8204,-46.6667,
-138.4615,-67.1793,46.6666,32.3077,-144.6154,-124.1024,15.3846,-11.2821,11.2821,25.641,35.3846,96.4103,-57.8204,-49.7435,
-137.4358,-65.6409,42.5642,32.3079,-140.5127,-122.0513,10.7693,-10.7693,12.3079,23.0769,30.7693,96.9231,-72.8204,-47.1794,
-140.7692,-68.4615,51.5385,33.5897,-139.7435,-126.4103,13.5897,-12.5641,12.5641,23.3334,33.5897,101.2821,-79.7435,-45.8973,
-134.8717,-66.1537,47.6923,37.9489,-132.8204,-121.5385,17.9489,-11.2821,11.2821,31.2821,35.3846,100.0001,-82.0511,-45.1281,
-135.6411,-65.8975,40.7693,39.7437,-135.6411,-119.2307,15.6411,-11.0256,11.0256,33.5896,31.0256,94.1025,-83.8462,-42.8206,
-143.8461,-66.4103,51.5385,40.2565,-146.4103,-119.2306,13.5897,-10.5128,10.5128,32.0514,31.0258,97.6923,-88.9742,-40.7692,
-128.8461,-51.4103,46.1539,46.1539,-131.4103,-104.2306,11.2821,-8.7179,8.7179,35.8973,28.7179,96.4103,-80.0001,-32.8204,
-121.7949,-50.5127,41.7949,41.7949,-120.2563,-105.3845,17.1794,-11.5386,11.5386,36.1538,32.0513,92.5642,-77.1794,-36.6667,
-136.7949,-65.5127,55.641,38.2052,-135.2563,-120.3845,20.7694,-12.5641,12.5641,33.5897,38.7181,102.8207,-90.5128,-51.0255,
-151.7949,-80.2562,61.795,43.8463,-150.2563,-135.1281,19.2308,-9.4872,9.4872,33.5897,39.7438,107.4359,-86.4103,-49.9999,
-144.6155,-74.3591,56.9231,46.6665,-142.0513,-127.1794,20.5127,-9.2307,9.2307,29.2307,38.4614,103.5896,-75.3848,-48.2051,
-137.9489,-69.7435,52.3077,44.6154,-137.4359,-124.1027,18.9742,-10.2565,10.2565,26.6666,37.9486,102.0511,-81.5385,-51.7948,
-134.1024,-62.8204,58.2052,43.8461,-133.0768,-119.2308,19.2308,-11.5385,11.5385,31.0258,42.3077,100.7692,-84.359,-50.5128,
-125.641,-53.8461,59.4872,48.2052,-118.0768,-108.2052,18.4615,-9.7435,9.7435,33.8461,36.4103,103.077,-71.2821,-42.5641,
-114.8718,-45.1282,51.7949,49.7437,-105.1282,-94.3589,14.3591,-5.1282,5.1282,31.282,28.718,101.0256,-62.0513,-32.8206,
-119.4872,-45.1281,49.7435,42.0514,-107.6923,-97.9486,15.3846,-7.6923,7.6923,29.2308,34.8719,95.8976,-68.205,-35.8973,
-120.5128,-41.5385,48.2052,39.4872,-103.5897,-95.8973,15.8976,-11.2821,11.2821,34.8719,35.3846,97.4359,-65.1281,-38.9742,
-113.0769,-41.282,46.9231,39.2307,-106.4102,-88.9744,14.1025,-8.4614,8.4614,38.718,33.0769,101.282,-56.6667,-33.5898,
-108.718,-43.5898,47.6924,40.5127,-105.1282,-88.718,13.3333,-7.1794,7.1794,37.4358,35.8975,103.0769,-57.9487,-32.8206,
-103.3334,-36.1537,45.8976,42.8207,-90.1282,-85.3846,10.5128,-7.4359,7.4359,33.077,32.0514,95.1283,-58.7179,-34.1024,
-103.077,-32.3077,46.6666,41.5385,-84.6154,-81.5385,12.8204,-6.6666,6.6666,28.7179,30.2565,91.2821,-50.2565,-32.3077,
-90.7692,-23.0768,39.4872,44.6154,-71.7948,-66.5385,13.8461,-6.1539,6.1539,32.8204,27.6923,92.8204,-41.0255,-22.5641,
-84.8718,-19.2307,37.6924,47.4358,-67.4358,-58.2051,14.6155,-6.4102,6.4102,35.1282,26.4102,88.9744,-46.4102,-16.6667,
-95.1282,-24.8718,43.3335,47.9487,-74.6152,-65.8975,17.6924,-5.8975,5.8975,26.9231,29.4873,87.436,-51.0256,-20.7693,
-84.6152,-12.8206,39.4873,48.718,-59.6152,-50.8975,15.3848,-2.0513,2.0513,24.1025,25.1282,86.1538,-37.9487,-15.8975,
-76.6666,-7.9486,39.7435,43.3334,-63.8461,-44.359,12.5641,-1.2821,1.2821,26.4103,20.2565,82.8204,-33.5897,-11.0258,
-78.9744,-8.2051,43.0769,43.0769,-78.4614,-49.7437,10.7693,-3.0769,3.0769,24.6155,22.0513,84.6155,-36.9231,-11.282,
-72.8204,-4.6154,38.9745,42.0514,-63.4614,-43.5897,10.7694,-6.1537,4.6154,23.077,21.5385,83.5897,-22.5641,-13.3334,
-68.4615,-8.9745,39.7435,39.2306,-55.641,-48.4615,11.0255,-5.3846,5.3846,28.4615,18.205,77.1793,-7.5641,-18.2052,
-70.2565,-13.3334,41.0255,41.0255,-65.641,-55.8976,12.8204,-4.6154,4.6154,29.7435,19.9999,71.7948,-10.7692,-17.4359,
-73.5897,-15.1283,42.8204,39.7435,-66.9232,-54.6154,21.2821,-8.4615,8.4615,28.4615,32.0511,77.1796,-10.0001,-16.1539,
-67.9489,-12.5641,33.0768,31.5385,-53.5897,-49.4872,12.5641,-14.6154,7.4359,22.3077,23.8461,71.5385,-7.4359,-19.2308,
-58.9745,-3.5897,24.1027,30.2565,-38.5897,-40.0001,6.1539,-13.8461,3.5897,19.4872,11.2821,61.5385,-7.1796,-12.8204,
-58.9745,0.51282,24.6154,32.8204,-28.2052,-35.8976,13.3334,-13.8461,-0.51282,21.5385,10.7692,63.0768,-3.5897,-7.6923,
-57.6924,5.8975,16.6665,30.5127,-33.5898,-36.1538,8.4614,-17.6924,-8.9744,18.7178,4.8718,57.6921,-4.8718,-13.5898,
-58.7181,5.3846,21.7948,28.9742,-48.5898,-39.2308,9.9999,-14.6154,-5.3846,15.1281,8.9742,53.0768,-6.9232,-13.077,
-55.3846,3.5897,25.641,33.8461,-47.1796,-40.5128,15.8973,-12.8204,-3.5897,10.7692,9.2308,58.9742,-4.1027,-11.2821,
-53.5898,3.8462,13.0769,30,-35.6411,-44.8718,15.1282,-21.7949,-11.0256,7.9487,1.282,57.1794,-1.282,-20.7693,
-60.7692,-2.3077,16.6666,23.8461,-44.8719,-46.4103,20.7692,-23.3334,-8.4615,12.0511,8.9742,55.641,2.3077,-18.2052,
-57.6923,-5.8973,20.7692,26.9232,-48.9742,-41.2821,21.7948,-22.8204,-8.9742,7.9489,8.4615,55.1283,4.359,-4.359,
-52.5642,0.25635,18.718,27.9487,-41.7949,-41.282,21.7949,-30,-14.1025,0.25635,4.3589,54.6152,-0.25635,-11.5386,
-52.8206,4.1025,13.3333,24.1025,-36.9231,-37.436,22.564,-34.3591,-13.3335,1.0256,6.1538,54.3591,-1.0256,-22.0513,
-55.6411,-1.7949,13.0769,24.8718,-42.3076,-33.5898,23.8462,-32.5642,-10,1.7949,7.9487,52.564,2.8206,-15.6411,
-54.6154,-0.25647,24.359,30.0001,-45.8973,-31.5385,33.5897,-28.9742,-5.3846,3.3334,13.5897,56.1539,0.25647,-15.641,
-50,6.9231,15.6411,24.8718,-41.282,-26.4102,32.0513,-35.6411,-9.4873,2.8206,11.5383,52.0513,-2.8206,-22.3076,
-56.4102,-1.0256,7.1794,18.9744,-49.2307,-35.3845,30.7693,-37.9487,-11.7949,2.0513,10.7693,50.2563,1.0256,-15.3845,
-55.6411,-1.7949,10,22.3076,-45.8975,-37.6924,33.0769,-32.0513,-10.5129,6.4102,12.0513,54.6152,1.7949,-7.9487,
-49.4872,2.8204,3.3334,14.1027,-38.2052,-28.4615,30.0001,-40.7692,-15.1281,5.3846,8.9745,44.3593,-2.8204,-15.1281,
-53.0769,-1.282,6.9231,12.0513,-43.3333,-25.3845,35.1282,-45.3845,-10.5129,5.3845,13.0769,45.8975,1.282,-17.6924,
-46.4102,8.9744,1.7949,25.3845,-33.0769,-17.6924,30.5129,-35.1282,-14.1025,0.76929,7.436,46.9233,-0.76929,-9.4871,
-31.4102,23.9744,0,29.7437,-18.4614,-5.6411,30.2563,-24.6155,-12.8206,4.6155,9.7437,43.0771,0,0,
-44.1028,14.3589,-1.0256,14.7437,-31.2822,-12.3079,28.7178,-39.6155,-11.7949,4.6152,10.769,42.564,1.0256,-4.6155,
-51.0256,8.9744,-2.8206,11.0256,-31.0256,-8.9744,28.4617,-45.3845,-14.1025,2.8206,7.436,47.436,10,-4.3589,
-47.9486,8.4615,-2.3077,15.641,-27.4359,-7.4359,29.4872,-38.205,-14.1024,2.3077,9.4872,45.8976,12.0514,-3.8461,
-47.9487,8.4614,-10,16.1538,-27.9487,-11.5386,23.3333,-38.718,-15.1282,3.3333,5.3845,37.6921,3.3333,-3.3333,
-50.5128,16.6666,-13.5897,17.1796,-29.9999,-3.8461,23.8461,-34.1027,-15.641,4.8717,3.3334,36.6666,-0.25647,0.25647,
-49.7437,20,-15.8975,15.3845,-29.7437,4.6152,24.6152,-29.2307,-16.4104,0,0,34.8716,0,-3.5898,
-44.1025,18.9744,-18.4617,15.8975,-21.0256,5.6411,20.5127,-32.8206,-13.8462,4.6155,-1.5386,31.2822,1.0256,-1.0256,
-51.5385,10.5128,-12.0511,15.1283,-25.8973,-4.359,24.8717,-36.1539,-11.0255,14.1027,8.9745,35.641,-0.76916,0.76917,
-51.7948,11.2821,-22.0511,8.7179,-18.9742,-0.51282,18.9745,-32.8204,-21.5385,9.2308,0.51282,31.7948,2.0514,-1.5385,
-47.4358,14.1025,-33.5896,0.25635,-9.4871,6.9233,7.436,-34.6152,-31.0256,-0.25635,-14.4872,18.7178,5.3848,1.7949,
-46.6669,10.7692,-22.5641,3.0768,-20.5128,-1.5385,12.8204,-37.4359,-23.5897,1.5385,-5.1283,21.5382,2.0511,5.1281,
-38.4615,13.3334,-17.9486,8.7179,-14.8717,0.51282,18.9742,-36.923,-17.9486,4.6154,-0.51282,27.6925,0.51282,-1.5385,
-33.0769,13.5896,-18.718,7.4358,-4.8718,6.4102,19.2307,-35.6411,-19.7437,2.8206,-5.8975,24.8718,4.3589,-2.8206,
-38.2051,13.5896,-22.3076,7.9487,-9.4871,3.8462,12.5642,-37.1794,-24.8718,1.282,-9.4871,21.282,3.8462,-1.282,
-42.5641,18.4613,-27.6923,7.1796,-14.359,4.6154,7.6923,-39.4872,-26.1539,3.5897,-5.641,20.5126,4.1024,-3.5897,
-38.4615,20.5128,-29.2306,3.59,-16.41,9.2311,9.7438,-39.4872,-24.1024,3.0773,-4.6154,19.4874,2.5641,-2.5641,
-32.8206,21.0256,-33.3333,1.5383,-11.282,10.7693,9.2307,-43.5898,-26.1538,0.51294,-9.7437,13.8459,-0.51294,2.0515,
-35.641,18.7179,-24.8717,3.3334,-6.923,-0.76916,14.6154,-42.3077,-22.3077,3.8461,-0.76916,14.6154,6.4103,0.76917,
-35.8975,21.5383,-25.1282,7.1794,1.0256,-2.0513,8.2053,-36.9231,-20.5129,3.5896,-1.0256,15.3845,10.2566,-3.0769,
-31.282,25.1282,-33.3333,7.6926,-6.6665,6.6667,1.0256,-35.8972,-19.4871,3.0769,-7.1794,10.2566,7.1794,-1.0256,
-35.8975,20.0002,-27.1794,5.1282,-21.6665,0,11.7952,-37.4358,-15.3845,3.5898,-0.5127,13.3333,9.7439,0,
-31.2819,24.6156,-27.1793,7.6923,-8.205,-1.5385,15.8973,-35.3844,-19.9999,0.51282,-0.51282,17.9486,12.308,4.6156,
-28.7178,25.6411,-27.6921,7.6924,-9.2307,0,11.7949,-26.1538,-24.6152,0,-2.564,16.9233,6.1538,7.1797,
-37.1794,19.2307,-26.9231,5.8977,-15.1282,-1.282,6.4104,-24.3589,-24.8718,2.3079,-3.3333,14.6155,6.4104,1.282,
-41.7949,18.718,-32.5642,4.3591,-0.12817,4.3591,4.3591,-32.0513,-24.8718,-0.25659,-7.9487,11.0256,8.9744,-0.76929,
-35.8975,22.0515,-29.7437,5.6409,1.0256,5.1282,9.7434,-29.7437,-21.0256,-1.0256,-4.1023,10.2566,2.0515,-3.5896,
-21.7949,31.0259,-29.4871,10,1.7949,8.9741,8.9741,-25.8975,-23.8462,0.25635,-5.8975,6.4102,-0.25635,-2.3076,
-26.4104,27.436,-33.5898,2.8203,5.3848,10.5127,0.25635,-38.718,-30,-2.3076,-15.1284,-0.25635,1.2817,1.2817,
-31.282,28.2053,-33.8462,2.0515,13.3333,11.7947,-0.51294,-36.4102,-25.6411,-1.5383,-14.8718,0.51294,3.0769,3.5896,
