"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-0.76929,-7.949,2.8206,7.4358,-4.8718,-2.8206,3.8459,7.4358,-3.3333,0.76929,-3.3333,9.9998,-8.4617,1.282,
-1.7947,-5.8972,1.282,13.0769,-0.25659,0.25659,-0.76929,2.8206,-3.8459,4.8718,-6.4104,3.8459,-12.0515,0.25659,
0,-1.0259,0,12.8203,-1.5386,2.564,0,1.0254,-2.0513,4.6152,-3.5898,-3.0771,-7.6924,1.5381,
-1.2822,-3.3335,-4.8716,5.8975,-4.8716,1.2822,-0.25635,1.7949,-1.7949,4.3589,1.2822,2.8203,-9.4873,0.25635,
-0.76929,-4.3591,-3.8459,5.8972,-0.76929,5.3845,-4.3591,4.8718,-1.282,7.9485,0.76929,8.9744,-11.5383,6.4104,
-0.51318,-7.6924,0,2.0513,-2.0513,0,-1.0259,2.564,1.0254,7.6919,-1.0259,2.0513,-6.667,6.6665,
-1.0254,-6.6665,0,-0.51269,0,0.51318,3.5898,1.0259,-1.0254,5.6411,1.0259,-1.0254,-5.1279,0.51318,
-2.3079,-4.8718,-0.76929,2.3079,7.9485,8.4617,1.7947,-1.282,-3.8459,0.76929,0.76929,-0.76929,-8.4617,1.282,
-1.5386,-6.6665,-1.0259,6.6665,7.1792,3.5898,2.0513,1.0254,-2.564,0,-1.0259,0,-7.1797,4.6152,
0,-5.6406,-4.6152,5.6411,4.1025,0,0,4.1025,-1.0254,2.5645,-5.1279,2.5645,-10.769,2.5645,
0,-3.0771,-6.667,1.5381,7.1792,7.6924,-3.0771,2.0513,-1.0259,0,-3.0771,2.564,-15.3848,0.5127,
-2.5642,-0.51294,-3.0769,6.6667,0.51294,4.1023,-2.0515,-1.5383,-0.51294,3.0769,2.5642,3.0769,-11.7952,2.051,
-5.1284,-2.0513,0.5127,11.2817,-10.2563,-1.0259,-0.51269,-3.0771,1.5386,8.7178,0.5127,3.0767,-9.231,1.0254,
-1.7949,-4.3589,-0.25635,5.8975,-3.8462,8.4614,-2.8203,0.25635,0.25635,3.3335,-3.3335,0.25635,-11.0259,0.25635,
1.0254,-2.564,-4.6152,0.5127,9.2305,13.333,-1.5386,2.564,-0.5127,1.5386,-3.5898,-2.0513,-8.2051,3.5898,
-8.7178,-6.6665,-9.2305,-1.5386,-0.5127,2.0513,0,0,3.5898,7.6924,0.51318,1.0259,-3.0767,2.5645,
-14.8718,-6.1541,-10.2566,0.51294,-10.7693,-0.51294,-3.5901,3.5896,4.6155,5.1282,5.1282,2.5642,-3.5901,2.5642,
-6.9231,-2.8206,-10.0002,0.25659,-5.8977,5.8972,-3.8459,4.8718,-0.25659,0.76929,4.3591,0.25659,-8.4617,1.7947,
-0.51269,-6.6665,-6.1538,0,1.0259,6.6665,0,1.0259,0,5.1284,-2.0513,4.1025,-10.2563,1.0259,
0.25659,-8.9744,-1.7947,-0.25659,2.8206,3.8459,-0.25659,0.76929,-0.76929,5.8972,-4.8718,5.3845,-10.0002,2.8206,
0,-8.7178,-1.5381,-1.5381,0.51318,-2.0513,3.5898,2.5645,-2.564,4.6157,0.51318,0.51318,-5.6411,0,
0,-9.231,-1.5386,1.0254,-3.5898,-7.6924,5.6411,4.6152,-1.0259,5.1279,4.1025,0,-3.5898,1.0254,
-0.25635,-9.4873,-4.8716,1.7949,-5.8975,-8.4614,3.3335,3.8462,0.25635,3.8462,-1.2817,2.3076,-8.4614,3.3335,
1.7949,-5.3848,-8.4614,1.2822,-3.3335,-6.9233,5.8975,0.25635,-0.25635,4.3589,-2.8203,2.8203,-6.9233,1.2822,
0,-3.0771,-8.7183,1.5381,-0.51318,-6.1543,5.1279,0,-0.51318,6.6665,2.564,1.5381,-4.6157,0.5127,
-7.6924,-7.6924,-7.1797,-4.6152,-3.0771,-10.769,3.0771,5.6411,6.6665,9.7437,7.6924,3.5898,-4.6152,5.6411,
-13.3335,-9.7437,-6.1538,-10.769,-5.6411,-11.2822,4.1025,6.1538,8.2051,6.1538,5.1284,4.6152,-4.1025,6.6665,
-13.3335,-7.6924,-5.6411,-5.6411,-3.0771,-3.5898,3.0767,1.5386,4.1025,2.0513,5.1279,4.1025,-1.5386,4.1025,
-14.1028,-9.4871,-7.949,-4.8718,-2.3079,-0.76929,3.3333,0.76929,5.3845,8.9744,11.0256,5.8972,-1.282,3.3333,
-12.3076,-6.667,-8.2051,-6.1538,-5.1284,-5.1284,7.1792,5.1279,4.1025,15.3843,9.7437,9.7437,-4.1025,5.6411,
-11.0254,-3.8462,-6.4102,-1.2822,-10.5127,-13.5898,6.9233,4.8721,1.2822,15.6411,2.3076,7.9487,-3.8462,6.9233,
-16.4099,-3.5896,-4.1023,-1.0256,-11.282,-11.282,4.1028,3.0769,1.5388,15.8977,1.0256,5.1282,-2.051,8.2053,
-21.7949,-4.3589,0.25635,-3.3335,-6.9229,-7.436,1.7949,2.3076,-0.25635,11.0259,1.2822,5.3848,-2.3076,6.9233,
-17.6924,-7.436,1.7949,-2.3076,-5.3848,-13.0771,3.333,0.25635,-0.25635,4.8716,4.3589,3.8462,-2.3076,5.3843,
-11.7952,-0.51294,0.51294,4.1023,-3.0769,-9.2307,0.51294,-1.0256,-0.51294,4.6155,3.0769,1.0256,-5.6414,3.5896,
-15.6411,5.8975,1.2822,6.9233,-3.333,0.76953,-2.8203,-0.25635,-1.2817,4.3589,0.25635,-0.76904,-7.436,1.2822,
-18.9741,3.0771,1.0259,4.6152,-2.564,-0.5127,-0.5127,0,0,5.6411,3.0771,-2.0513,-4.6152,1.5386,
-19.4873,-0.51269,-4.6152,3.5898,4.1025,-1.5386,0,-1.0254,0,4.6152,2.0513,2.0513,-8.7178,3.5898,
-19.4873,-2.5645,-6.667,1.5381,9.2305,8.2051,0,0,0,3.0767,-1.0259,8.7178,-12.8208,7.6919,
-18.9746,-2.5645,-2.0513,-1.0259,10.2563,10.769,0,1.0254,0,4.1025,-0.51318,6.1538,-9.231,10.2563,
-17.9487,-1.5386,-0.5127,-5.6411,9.7437,2.0513,0.51269,0,2.564,3.0771,0,-2.0513,-5.1279,2.564,
-14.6152,2.3076,-0.76904,-3.8462,9.4873,-0.25635,2.3076,0.25635,3.3335,2.8203,0.76904,-3.8462,-4.8716,-3.3335,
-18.2053,0.25659,-3.8459,2.8206,8.4617,1.282,1.282,-3.8459,-3.8459,2.3079,-3.8459,-0.25659,-12.5642,0.76929,
-23.0771,-2.0513,-6.6665,1.5386,7.1792,2.564,2.0513,-6.6665,-1.5386,4.1025,-3.0771,4.6152,-13.3335,3.0767,
-20.7693,-0.76929,-7.4358,-5.3845,7.4358,1.282,-1.282,-2.8206,1.7947,6.4099,0.76929,4.3586,-7.949,1.7947,
-12.8208,-1.5386,-3.0771,-1.5386,13.8462,0.5127,-1.0259,1.5386,0.5127,8.7178,1.0254,-0.51269,-4.1025,8.2051,
-14.6157,-4.3589,0.25635,7.4355,7.9487,-2.8208,2.3076,-0.25635,-0.76953,7.9487,0.76904,-4.3589,-6.4102,8.4614,
-19.7437,0.25635,-0.25635,8.9741,-5.8975,-7.9487,1.7949,-0.76953,0.76904,5.3843,1.7949,-1.7949,-8.4619,0.25635,
-11.2817,5.1284,-2.0513,5.6411,2.0513,-5.6406,1.0259,-1.0254,0,5.1284,0,1.5386,-5.6406,-1.5381,
-6.1541,2.051,-3.5901,1.5383,17.0513,1.0256,1.5383,-2.5642,-4.1028,3.5896,-3.5901,-1.0256,-8.2053,1.0256,
-13.0771,-1.2822,-1.7949,0.25635,13.5898,0.25635,2.8203,-1.2822,-0.25635,6.9229,2.3076,-2.3076,-5.3848,5.8975,
-15.3848,0,-3.5898,4.1025,0.5127,-5.6411,0,-4.6152,-0.51269,5.6411,0.5127,0.5127,-5.1279,6.6665,
-4.1025,8.7178,-3.5898,13.8462,8.7178,4.1025,-2.0513,0,-6.667,0,-5.1284,7.6924,-9.231,7.6924,
-10.2566,2.5642,-6.1541,5.6409,6.1541,5.1282,-3.0769,2.5642,-10.7693,-5.1282,-2.5642,5.6409,-8.718,4.1023,
-19.4873,-1.0259,-5.1284,0,-2.0513,0,0,2.564,-4.6157,3.5894,3.0767,9.7432,-1.5386,10.769,
-17.9487,1.0259,-4.1025,-1.0254,1.0259,0.5127,-0.5127,1.5386,-1.5386,10.769,-0.5127,13.8462,-3.0767,12.8208,
-16.6667,-0.76929,-4.3591,-6.4104,5.8972,1.282,-1.282,0.25659,-0.25659,5.8972,3.3333,6.4104,-4.3591,4.8718,
-21.5386,-0.5127,-7.6924,1.5386,-1.5386,0.5127,-6.1538,0.5127,-6.6665,1.0259,6.1538,2.564,-3.5898,1.5386,
-17.1794,0.76929,-5.3845,16.1536,-10.0002,4.8718,-6.4104,1.282,-10.5129,6.9231,-0.76929,6.9231,-6.4104,5.3845,
-12.0515,1.282,-1.282,13.0769,-3.8464,4.8718,-2.3079,1.7947,-7.4358,5.8972,-8.9744,4.3586,-10.5129,6.4104,
-18.7178,-0.25635,-3.8462,5.8975,0.25635,1.2822,-3.333,4.3589,-7.9487,4.3589,-5.3843,1.7949,-7.9487,4.8721,
-23.3333,-4.3591,-5.3845,6.4104,-10.0002,1.282,-2.8206,3.8459,-6.4104,8.9744,4.8718,7.4358,-1.282,9.4871,
-18.9744,-1.0256,-3.5896,6.6667,-8.718,4.1028,-2.051,1.0256,-2.5637,11.7952,1.5388,12.8206,-1.0256,14.3591,
-20,0,0,3.5898,-0.5127,2.564,-3.5898,2.564,-2.564,9.7437,-4.6152,9.231,-5.6411,7.6924,
-23.5896,-3.5896,3.5896,5.6409,-2.5642,1.0256,-6.1541,2.5642,-7.6921,2.5642,-0.51294,0.51294,-11.282,2.051,
-20.0002,1.5383,2.5642,6.1536,-1.0256,4.1023,-6.1541,-0.51294,-8.718,3.5896,-0.51294,0.51294,-10.7693,6.1536,
-19.4871,3.5896,-1.0256,1.0256,1.5383,4.6155,-4.6155,-1.5383,-5.1282,12.3079,-5.6409,3.0769,-5.1282,6.6667,
-19.2307,-0.76929,0.76929,0.76929,-5.3845,3.8459,-3.3333,1.7947,-2.3079,11.0256,-1.7952,1.282,-3.8464,3.8459,
-16.4102,-0.5127,4.1025,-0.5127,-9.7437,3.5898,0,3.5898,-0.5127,3.0771,7.1797,0,-2.0513,8.2051,
-15.6409,4.3591,-2.3079,-1.282,-0.76929,0.25659,0.25659,-0.25659,-3.3333,4.3591,5.3845,2.8206,-1.282,11.0256,
-10.5127,3.8462,-5.3843,6.4102,6.4102,0.25635,-0.25635,-1.2817,-9.4868,6.4102,-0.25635,2.3076,-6.9229,8.9746,
-4.8718,-0.76929,4.8718,6.9231,4.8718,3.3333,0.25659,-1.282,-8.9744,1.7947,-0.25659,-5.3845,-11.5383,3.8459,
-6.1538,2.0513,6.1538,1.0259,8.7183,6.667,-4.6152,0.51269,-8.7178,-0.5127,-0.5127,-5.6411,-10.2563,1.0259,
-8.2051,5.1284,-4.6152,4.1025,10.2563,6.6665,-3.0767,2.564,-8.7178,0,0,-1.0254,-5.6411,4.1025,
-8.9746,4.8716,-4.8721,7.9487,3.8462,1.2817,0.76904,-0.76953,-9.4873,-0.25635,0.25635,-4.3589,-6.9233,5.3843,
-8.4614,7.436,3.3335,6.4102,1.2822,0.25635,-2.3076,-4.3589,-7.436,1.7949,-0.25635,-1.2822,-8.9741,5.3848,
-12.3076,5.6411,-3.0767,0,0,2.0513,-6.6665,-3.5898,-2.564,3.0771,2.0513,5.6411,-5.6411,7.1797,
-15.8975,7.1792,-8.7178,-0.5127,-2.564,7.1792,-8.7178,0.5127,-4.1025,4.6152,0.5127,8.7178,-5.1284,7.1792,
-14.1025,8.9746,-5.8975,1.2822,-4.8716,10,-6.4102,-0.76904,-4.8716,5.3848,0.76904,11.0259,-6.9229,6.9229,
-14.3591,5.1282,-9.7434,-1.0256,-6.1536,6.1541,-0.51294,-2.051,0.51294,7.6921,8.718,10.7693,-2.051,12.3079,
-16.4102,2.0513,-16.4102,-5.1279,-3.5898,3.0771,-0.51269,0.5127,-2.564,8.7178,7.1797,4.6152,-0.51269,13.8462,
-9.231,-0.5127,-12.3076,-6.1538,1.0254,5.1279,-1.5386,0.5127,-8.7178,7.1792,2.0513,4.1025,-3.5898,7.6924,
-4.1028,0.51294,-8.2053,-3.0769,-0.51294,10.2566,-5.6409,2.051,-11.282,2.051,0.51294,9.7434,-5.6409,5.6409,
-9.7437,5.6411,-8.2051,2.0513,-0.5127,9.7437,-8.2051,0.5127,-13.3335,0.5127,-2.0513,4.6152,-5.6411,5.1284,
-8.4612,8.4617,-6.4099,3.8464,4.3591,5.8977,-3.3333,-3.3333,-12.051,3.8464,-0.76929,0.76929,-4.3586,4.8718,
-6.1538,6.667,-6.1538,0.51269,2.564,3.5898,-6.1538,-6.1538,-11.7949,4.6152,-0.5127,6.1538,-4.6152,4.6152,
-12.0515,3.3333,-5.3845,0.76929,-0.25659,5.3845,-8.9744,-2.3079,-7.4358,6.9231,0.25659,6.9231,-0.76929,8.9744,
-14.8718,2.5642,-7.1794,5.6409,0.51294,7.1794,-7.6921,-0.51294,-8.2048,7.1794,-2.051,1.0256,-2.5642,10.2566,
-8.4617,7.9485,-5.3845,8.9744,3.3333,6.9231,-8.4617,-5.3845,-12.5642,4.3586,-3.3333,3.3333,-7.949,7.9485,
-5.3848,11.5386,-1.2822,4.8716,1.2822,4.8716,-9.4873,-7.9487,-9.4873,3.3335,-2.3076,4.3589,-4.3589,6.9229,
-7.1792,10.7695,0,5.1284,1.5386,6.1538,-5.6406,-4.1025,-5.1279,5.6411,0,0,0,8.2051,
-7.6921,6.6667,-2.0515,7.6921,4.1023,5.6409,-4.6155,-1.5383,-6.6667,4.1023,0.51294,-0.51294,-5.6409,5.1282,
-7.6924,5.6411,0.5127,5.6411,7.1797,5.6411,-11.7949,-6.6665,-12.3076,-0.5127,-3.0771,4.6152,-12.8203,0.5127,
-10,3.3335,-0.25635,2.3076,5.3848,5.8975,-13.5898,-12.0513,-13.0771,0.25635,-2.3076,5.8975,-10,3.3335,
-9.9998,1.7952,-4.8718,1.7952,-1.282,4.3591,-4.3586,-7.9485,-6.9231,4.3591,1.282,2.8206,-5.3845,8.4617,
-4.6152,8.2051,-0.5127,3.0771,-1.0254,4.1025,-2.564,-0.5127,-3.0767,6.6665,2.0513,0.51269,-6.1538,10.2563,
-1.2822,10.5127,4.8716,-0.25635,-0.25635,0.25635,-4.8716,0.25635,-2.3076,6.9229,4.8716,-0.76904,-1.7949,12.564,
-3.5896,5.1282,-0.51294,0.51294,-8.718,-2.5642,-2.5642,-1.5383,-3.0769,5.6409,5.6409,3.0769,0.51294,10.7693,
-3.3335,2.3076,-6.4102,2.8203,-11.5386,4.3589,-2.8208,-2.3076,-3.8462,7.9487,4.3589,10.5127,-4.3589,11.0254,
0.25635,6.4102,-2.3076,-2.8203,-5.3843,4.8721,-3.8462,-0.25635,-0.76904,14.1025,7.9487,12.0513,-1.2817,12.564,
-1.2822,7.436,1.2822,-9.4873,-6.4102,-5.3848,-2.3076,-1.7949,-1.7949,10.5127,4.3589,2.3076,2.8203,8.9741,
-0.51269,5.1284,1.5386,-6.1538,-7.6924,-5.1279,2.564,-5.6411,0,0.5127,0,-3.5898,0,8.7178,
-1.7947,4.8718,1.282,-2.8206,-7.9485,-2.3074,-1.282,-2.8206,3.8464,3.8464,5.3845,2.8206,-4.8718,13.0769,
1.0254,7.1792,0,-4.1025,-9.231,-4.6157,-5.6411,0,0,9.7432,10.2563,5.6406,-0.51318,13.8457,
8.4614,7.436,-2.8203,-5.8975,-6.4102,2.3076,-0.76904,-4.3589,-3.3335,5.8975,6.9229,-1.2822,0.76904,9.4873,
12.564,11.5386,-1.2822,-6.9229,-0.25635,13.0771,-3.3335,-6.9229,-4.3589,0.25635,2.3076,1.2822,-7.436,8.4614,
18.718,15.1282,6.4104,-4.3586,1.282,11.5388,-5.3845,-6.9231,-7.9485,-2.3074,-1.282,7.4363,-9.4871,6.9231,
23.8462,15.1284,10,0.25635,-0.25635,7.436,-0.76904,-6.4102,-11.0254,-1.2822,-2.3076,2.8203,-5.3848,6.9229,
15.1282,15.1282,3.3333,3.3333,-4.3591,8.4617,-5.8972,-4.8718,-12.0515,0.76929,-0.76929,-0.76929,-5.8972,8.4617,
7.436,13.0771,-5.8975,-0.25635,-14.1025,6.4102,-11.5386,-7.9487,-9.4873,1.2822,0.25635,3.8462,-6.4102,6.4102,
13.5898,13.0771,-4.3589,-0.25635,-16.1538,6.4102,-4.8716,-5.8975,-6.9229,1.7949,0.25635,8.9746,-0.25635,7.9487,
8.2051,9.2305,0,-1.0259,-20,0.51269,-2.564,-5.1284,-9.231,0,1.5386,4.1025,-0.5127,9.7437,
0,7.6924,5.6411,0,-23.0767,-6.6665,-4.6152,-8.2051,-6.6665,2.0513,5.6411,0.51318,-3.0767,11.7949,
2.0513,10.769,8.2051,3.5898,-20,-4.1025,-7.6924,-6.1538,-5.1284,3.0767,6.1538,-2.0513,-3.5898,11.2817,
4.8718,8.9744,9.4871,0.25659,-14.6155,-1.282,-5.8972,-3.3333,-4.8718,2.8206,9.4871,-3.3333,-0.25659,9.4871,
9.2307,10.7693,13.8464,1.0256,-3.5896,1.5388,-2.051,-7.6921,-7.6921,-1.0256,7.1794,-2.051,-3.5896,7.1794,
15.1282,19.7439,17.6926,7.949,0.76929,10.5129,-0.76929,-9.4871,-9.4871,-2.3074,-2.3074,-1.282,-7.9485,8.4617,
14.6155,16.6667,16.6667,3.8459,-2.8206,13.0769,-0.76929,-5.8972,-6.4104,0.76929,-4.8718,-3.8459,-4.8718,9.4871,
14.8721,11.2822,11.2822,-2.0513,0,14.3594,-4.1025,-3.5894,-3.0767,5.6411,0,0,-3.0767,11.2822,
12.5642,10.5129,-2.3079,-2.3079,-5.3845,17.6921,-8.4617,-6.9231,-4.3591,7.9485,2.3079,6.4104,-4.8718,8.4617,
6.1538,11.7949,-7.6924,0,-14.8716,16.4102,-12.3076,-11.2817,-11.2817,0.5127,0,6.1538,-8.2051,2.0513,
4.6155,10.2561,-0.51294,2.051,-8.718,13.8459,-15.8977,-13.8464,-12.8206,-0.51294,0.51294,3.0769,-10.7693,1.0256,
5.1282,4.6155,-1.0256,1.5383,-4.6155,13.3333,-13.8459,-14.8718,-9.2307,3.5896,1.0256,-1.5383,-8.2053,3.0769,
7.9487,7.9487,-5.3843,-0.25635,-5.3843,14.6157,-8.4614,-11.0254,-5.8975,4.8721,0.25635,0.25635,-3.333,6.4102,
11.2822,9.7437,-4.1025,-3.5894,-4.6152,12.8208,-7.6919,-9.2305,-2.0513,5.6411,2.0513,3.5898,-3.5894,7.1797,
11.5383,9.4871,-1.282,-4.8718,-3.8464,11.5383,-7.949,-8.4617,-1.7952,6.4099,3.3333,1.282,-5.3845,7.4358,
8.9744,9.9998,2.3074,-1.7952,-0.76929,13.5896,-5.8977,-8.9744,-4.8718,0.76929,1.7947,-5.3845,-7.4358,6.9231,
7.1797,6.667,7.1797,0,0,12.3076,-7.6924,-11.2817,-6.1538,-3.0767,0.51269,-11.2817,-6.6665,2.564,
12.564,11.0259,8.4614,0.76904,-4.3589,14.1025,-10.5127,-8.9741,-5.3848,-0.76904,0.76904,-3.3335,-5.3848,5.8975,
14.3594,14.3594,7.6924,-3.0767,-9.2305,13.8462,-4.6152,-7.1792,-3.0767,-2.0513,2.0513,7.1797,-4.6152,10.2568,
10.7693,12.3079,9.2307,-6.1536,-7.1794,12.8206,-1.5383,-12.8206,-4.1023,-1.5383,1.5383,3.0769,-4.1023,7.6926,
10.5129,7.949,11.0256,-1.7947,-4.8718,11.5388,-6.9231,-13.5896,-8.4612,3.3333,1.282,-1.282,-3.3333,6.4104,
9.7437,2.0513,5.6411,-2.564,-15.3848,1.5386,-8.2051,-10.769,-8.7178,0.5127,1.5386,-0.5127,-5.6411,5.1284,
9.7437,7.1792,3.5898,0.5127,-17.436,3.0767,-5.6411,-7.1797,-6.1538,-1.0259,-0.5127,1.5386,-7.6924,6.1538,
5.1284,8.2051,4.1025,0,-11.2822,8.2051,-9.231,-11.7949,-12.8203,0,-9.231,0,-12.3076,1.5386,
8.2053,9.7434,3.0769,-1.0256,-5.6409,7.6921,-5.6409,-12.3079,-12.8206,3.0769,-5.6409,1.0256,-8.718,1.0256,
6.6667,9.7434,-2.5642,1.0256,-7.6921,1.5383,-1.0256,-9.7434,-6.6667,1.5383,4.1023,-2.0515,-4.1028,5.1282,
-1.5386,6.1538,-3.5898,2.0513,-8.2051,0,-2.0513,-6.6665,-1.0254,2.0513,7.1797,1.0259,0,9.7437,
-6.9231,7.949,-3.3333,3.3333,-9.4871,4.8718,-5.8972,-6.9231,-4.8718,1.282,3.3333,9.4875,-1.282,9.4875,
-4.6155,12.8206,-0.51294,5.6409,-10.2561,8.718,-2.5642,-7.6921,-4.6155,0.51294,2.5642,4.6155,-2.5642,7.6921,
-3.8459,11.5383,4.8718,5.8972,-7.4358,8.4617,-2.3079,-7.9485,-2.3079,3.3333,2.3079,-5.3845,-2.3079,7.4358,
-5.3848,10.5127,9.4873,4.8716,-7.436,6.9229,-4.3589,-7.9487,-4.8716,3.8462,1.7949,-6.9229,-1.7949,8.9746,
-4.3591,13.5896,12.0515,7.4358,-12.0515,9.4871,-2.3079,-7.4358,-6.4104,2.3079,4.8718,-4.8718,-2.8206,10.0002,
-3.5896,14.3591,12.8206,10.7693,-11.7952,14.3591,-4.1028,-5.6409,-5.1282,4.6155,2.5642,-2.5642,-3.5896,9.7434,
-5.1284,9.2305,11.7949,8.2051,-10.2563,10.2563,-5.6411,-6.667,-1.5386,6.6665,0,-1.0259,0,8.2051,
-11.0254,8.4619,10,4.8721,-12.0513,5.3848,-4.8716,-9.4868,-1.2817,-0.25635,1.7949,-1.7949,0.25635,7.436,
-5.8972,14.1028,6.9231,7.949,-2.3079,16.1541,-6.9231,-9.9998,-6.9231,-1.282,2.3079,1.282,-5.3845,6.9231,
-0.25635,11.5386,4.8721,7.9487,3.3335,19.231,-7.9487,-13.5898,-10,0.25635,-3.8462,-3.8462,-8.4614,2.3076,
-2.3079,11.5383,11.5383,7.9485,1.7947,12.5642,-4.3591,-11.5383,-6.4104,0.76929,-0.76929,-8.9744,-4.8718,3.8459,
-7.9487,12.0513,10.5127,8.4614,-0.76904,11.5386,-4.3589,-10.5127,-8.4614,0.76904,4.3589,-5.3848,-5.3848,3.8462,
-4.8721,10.5127,7.9487,8.9741,1.2822,15.6411,-5.8975,-15.6411,-12.564,-0.76904,0.25635,-0.25635,-8.9746,0.25635,
3.8462,13.5898,17.1797,10.5127,6.4102,17.1797,-4.8716,-14.1025,-12.0513,-2.3076,-3.8462,-0.25635,-10,0.25635,
0.25635,12.0513,16.667,5.8975,2.3081,14.6157,-4.8716,-11.5381,-10.5127,-0.76904,-0.25635,-5.8975,-10,1.2822,
