"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-4.6155,-8.718,-6.6667,-28.2048,62.5642,16.4104,-12.3079,0.51294,-0.51294,0.51294,16.9231,-2.051,1.0256,9.1025,
1.2822,-8.4614,-0.25635,-22.3076,70,20.2563,-10,4.3589,-1.7949,0.25635,15.6411,-1.7949,-3.3335,15.6411,
1.2822,-6.9229,-1.2822,-21.7949,71.0259,19.231,-9.4873,1.7949,-3.3335,2.8208,17.1797,2.3076,-4.3589,0.64111,
-2.5642,-3.5896,-5.6409,-21.5383,71.7947,19.4871,-9.7434,3.5896,0.51294,7.1794,20.5129,2.051,-0.51294,-7.6921,
-1.2817,-6.9229,-1.2817,-23.8462,70,17.6924,-6.9229,-0.25635,8.9746,0.25635,19.7437,-12.949,4.8721,1.2822,
-2.0513,-8.2056,0,-21.0259,70.2563,17.4355,-8.2056,0,7.6919,-3.0771,20,-20.5132,6.6665,3.0767,
-6.4102,-4.8716,-2.3076,-16.1538,74.1025,18.7178,-4.3589,3.3335,7.9487,2.3076,26.4102,-11.5386,8.4614,-3.8462,
-4.6152,-2.564,-2.0513,-17.436,76.9233,19.4873,-2.564,3.0771,9.231,2.0513,25.1284,-9.7437,9.231,-8.7178,
-1.0256,-4.6155,-4.6155,-22.0515,78.4617,19.4871,-4.6155,4.1023,2.5642,-3.0769,16.4104,-16.4104,6.1536,1.0256,
-2.3076,-4.8716,-4.3589,-18.7178,78.2051,18.7178,-2.8203,3.3335,2.3076,-3.8462,17.1797,-14.1025,5.8975,6.9229,
-3.3333,-1.282,-2.3079,-14.1028,75.6409,18.718,-4.3591,0.76929,4.8718,2.8206,21.282,-0.76929,5.8972,-2.3079,
-2.0513,-5.6411,-4.1025,-18.9746,73.8462,13.8462,-9.231,-0.5127,1.0254,5.6411,17.436,0.5127,2.564,-0.5127,
-1.0256,-7.6921,-7.6921,-21.0256,77.949,12.8206,-9.2307,3.0769,-2.5642,3.0769,12.8206,-5.1282,1.0256,12.8206,
1.0256,-2.5637,-8.2048,-15.3845,78.9744,17.4363,-7.6921,5.6414,-1.0256,-1.0256,12.8206,-7.1794,2.0515,2.5642,
4.6152,-5.6411,0,-14.8721,78.9741,18.9741,-8.7183,5.1279,0,-2.0513,10.2563,-8.7183,0.5127,-8.2051,
1.0259,-10.2563,0,-18.9741,81.5386,17.9487,-16.4102,3.5898,-8.7178,0,1.0259,-10.2563,-7.6924,2.564,
1.2822,-4.3589,-1.7949,-19.231,87.9487,18.2051,-9.4873,4.3589,-2.8203,2.8203,6.4102,-8.4614,-1.2822,7.436,
1.7949,-2.8208,-3.3335,-23.8462,91.0254,11.0254,-1.7949,6.4102,4.3589,-2.8208,12.564,-8.9746,3.8462,-7.564,
1.5383,-1.5383,-4.1023,-21.0256,92.3079,13.8464,-3.5896,12.3079,4.1028,-2.051,13.3333,-7.1794,1.5383,-14.8718,
3.0769,-3.5896,-3.0769,-21.5383,88.718,14.3591,-4.1028,7.6921,5.1282,-3.0769,16.9231,-16.4104,3.5896,-7.6921,
7.1797,-1.5386,-3.0767,-26.1538,99.4873,12.3076,-4.1025,2.564,1.5386,-5.6411,15.3848,-22.0513,3.5898,-6.6665,
10.2563,0.5127,-0.5127,-24.6152,114.4873,17.9487,-5.1284,3.5898,-2.564,4.1025,10.2563,-9.231,-1.5386,-1.0259,
6.4104,-8.9744,-0.25659,-25.3845,115.1282,16.1536,-10.0002,0.25659,-3.8464,4.3591,5.8972,-4.3591,-7.4358,1.282,
3.8464,-8.4617,-5.3845,-24.8718,106.9231,15.6409,-12.051,2.8206,-2.8206,3.3333,6.9231,-5.8972,-3.8459,2.8206,
1.0256,-6.1541,-5.6409,-26.6667,103.0769,14.3591,-8.718,4.1023,-1.0256,6.1541,7.1794,-6.6667,2.051,-4.1028,
4.8721,-5.3843,-0.76904,-22.3076,104.8721,15.1284,-6.9229,5.8975,-0.25635,6.4106,8.4619,-1.2817,0.25635,-4.3589,
9.2305,-3.0771,-2.0513,-20,108.7178,16.9229,-3.5898,9.2305,0,0,10.769,-5.1284,1.0254,-0.51318,
7.6926,-2.5637,-2.5637,-27.1794,108.718,13.8464,-1.0256,8.718,1.0256,-6.1536,11.7952,-19.9998,6.6667,-4.1023,
8.2053,-6.1536,-2.5642,-26.6667,111.282,14.3591,-5.6409,10.2566,2.5642,-5.1282,11.7952,-17.9485,6.1541,-6.6667,
11.7949,-10.769,-2.0513,-24.1025,114.3589,13.8462,-6.6665,4.6152,3.5898,-1.5386,9.7437,-6.1538,1.5386,-7.6924,
13.3335,-4.6152,-0.5127,-22.564,116.4102,12.8203,-3.5898,0.5127,1.0254,5.1284,8.7178,-2.0513,-1.5386,-0.5127,
8.9746,-3.3335,-2.3076,-24.3589,118.2051,8.4614,-3.3335,1.2822,0.25635,2.8203,7.9487,-10.5127,-1.2822,-0.25635,
9.231,-6.6665,0,-26.1538,119.4873,5.1284,-0.5127,0,5.1284,-6.1538,12.8208,-16.9229,3.5898,-9.2305,
12.0513,-3.8462,-0.25635,-21.2822,123.8462,10.5127,0.25635,-1.2822,6.9229,-2.8203,23.3335,-10.5127,7.9487,-4.3589,
8.718,-5.6409,-2.051,-24.6155,124.6155,8.718,1.0256,-2.5642,8.718,-1.0256,26.6667,-15.8972,8.718,-2.051,
1.7949,-9.4873,-1.2822,-29.4873,120.2563,5.3848,1.2822,-3.3335,8.4614,-3.3335,18.7178,-23.8462,5.8975,-13.0771,
1.0254,-6.6665,-1.5386,-25.6411,110.769,7.1792,0,0,4.6152,0,15.8975,-16.4102,4.6152,-21.0259,
3.8462,-7.9487,-3.8462,-27.9487,102.3076,4.3589,-2.8203,4.3589,-0.76904,0.76904,18.2051,-5.3848,2.8203,-14.1025,
2.0513,-10.769,-7.1792,-33.333,108.2056,3.5898,-7.1792,5.6411,-3.5894,2.0513,15.8975,0,-1.5381,0,
0,-9.2305,-6.6665,-30.769,114.3594,6.1543,-6.1538,2.5645,1.0259,0,14.8721,-4.1025,-0.51269,0.51318,
6.1538,-5.6411,-2.564,-22.0513,115.3848,10.2563,-1.5386,4.6152,2.564,-7.1797,15.3848,-13.8462,1.5386,-6.1538,
11.7949,-3.5898,0,-20.5127,120.5127,10.769,4.6152,8.7178,-3.5898,-9.231,12.3076,-17.9487,0,-9.7437,
9.7434,-7.6921,1.5383,-25.6409,116.4104,6.6667,5.6409,0.51294,-4.6155,-9.2307,10.7693,-17.4358,-0.51294,-16.9231,
6.9229,-7.436,-0.76904,-23.3335,107.9487,9.4873,3.8462,0.25635,-0.25635,-5.3848,17.1797,-11.0254,2.3076,-11.5386,
3.0769,-9.2307,-3.5896,-25.1282,103.5896,8.718,7.1794,1.0256,-1.0256,-4.1028,19.4871,-6.6667,3.0769,-1.5383,
6.1538,-7.6924,-1.0259,-23.5898,106.6665,6.6665,10.769,-2.0513,-0.5127,-1.5386,18.4614,-5.6411,3.0767,0.5127,
10.5127,-3.333,-1.7949,-19.7437,111.5386,7.436,8.4614,-1.7949,1.7949,-5.3843,18.7183,-14.1025,3.8462,-5.3843,
7.9485,-9.4871,-2.3079,-25.8972,108.9744,2.3079,13.0769,-2.3079,4.8718,-14.1028,22.8206,-29.1025,6.9231,-12.0515,
5.8975,-8.9741,0.25635,-27.4358,105.8975,-0.25635,17.1797,-0.76904,5.3848,-8.4614,27.436,-31.5383,8.9746,-15.1279,
6.9229,-5.3848,-0.25635,-21.7949,105.8975,0.25635,13.5894,-0.76953,2.8203,-2.8208,27.9487,-25.8977,8.4614,-17.6924,
8.7178,-5.1279,0,-15.3848,109.231,-0.5127,16.4102,0,4.1025,-3.0767,28.7178,-19.4873,8.7178,-13.8462,
1.282,-6.4104,-2.3079,-14.6155,107.4358,-3.3333,15.1282,1.282,1.7947,-1.282,24.8718,-12.5642,4.3586,-12.0515,
0.25659,-6.4104,1.282,-18.718,108.4617,-2.8206,15.6409,-0.25659,4.8718,-0.25659,27.9485,-14.1028,8.4617,-20.2566,
4.6155,-2.5642,1.0256,-21.5386,112.3074,-1.0256,19.9998,-3.0769,6.1536,-4.1028,37.4358,-22.5642,13.8459,-17.4358,
5.8975,-2.8208,0.25635,-17.1797,104.8716,-0.25635,24.3589,-1.7949,7.436,-3.3335,39.7437,-16.6665,11.5386,-5.3848,
3.3333,-12.0515,0.25659,-15.1282,95.1282,-0.25659,20.7693,-0.76929,6.4104,-5.3845,32.5642,-11.0256,7.4358,-10.0002,
-1.7949,-15.1279,-5.8975,-20.769,94.1025,3.3335,14.6152,1.7949,2.8208,-12.0513,36.1538,-19.7437,6.4102,-5.3848,
-5.6409,-12.3079,-7.1794,-26.1538,84.6155,2.0515,17.9485,1.0256,8.2053,-10.2566,48.718,-24.1025,9.7434,-1.0256,
-7.6926,-12.8206,-0.51294,-20.5129,76.9231,0.51294,14.3586,1.0256,8.718,-2.0515,47.6921,-12.3079,9.7434,-16.0256,
-7.949,-17.6921,3.8459,-13.5896,86.9231,0.25659,7.4358,-0.25659,4.8718,-1.7947,45.8972,-7.4358,8.9744,-22.8206,
-2.8206,-16.6667,2.8206,-13.0769,82.8206,2.8206,13.5896,-3.8459,7.949,-6.4104,54.1028,-16.1536,12.5642,-7.9485,
-4.6157,-8.2051,0,-12.8208,69.2305,11.2817,16.9229,0,12.3076,-7.6924,54.8716,-22.5642,16.4102,-3.0771,
-11.7949,-5.6411,2.0513,-15.3843,68.7183,8.7183,14.8721,-2.0513,13.8462,-12.8203,51.2822,-30.769,19.4873,-11.7949,
-9.7434,-4.6155,4.6155,-14.8718,78.9744,7.6921,15.8972,-5.1282,13.8459,-13.3333,54.3591,-31.7949,19.4871,-13.8459,
-8.2051,-9.7437,-0.5127,-17.4358,78.9746,18.4614,15.8975,0.5127,11.7949,-6.6665,53.8462,-19.4871,15.3848,-17.4358,
-16.1541,-20.2566,-1.282,-22.3079,66.4099,17.1794,14.1023,1.282,7.9485,-10.0002,43.3333,-15.1282,7.9485,-23.3333,
-20,-16.4106,2.0513,-16.9233,66.1538,10.2563,13.8457,-2.0513,3.0767,-12.8208,40.5127,-21.5386,6.6665,-20,
-18.2053,-13.5896,3.3333,-14.1028,67.9485,6.9231,17.6921,-3.3333,7.4358,-8.4617,48.4617,-24.8718,15.6409,-20.2566,
-22.8206,-14.1025,2.3076,-19.231,61.2817,6.4102,14.6152,-2.3076,13.0767,-6.9233,47.436,-25.3848,17.6924,-24.3591,
-29.4873,-11.5386,2.3076,-23.8462,57.1792,8.9741,12.564,-2.3076,13.5898,-3.3335,44.3589,-24.3591,17.1792,-21.7949,
-27.9487,-17.1794,3.3333,-28.4614,58.718,6.4104,17.1794,-5.3845,13.5896,-3.3333,44.8718,-21.282,20.2566,-17.1794,
-22.5642,-17.436,1.5386,-25.6411,63.0767,4.1025,14.8716,-1.5386,9.7437,-6.6665,41.5386,-18.4617,15.8975,-13.3335,
-22.3079,-14.1025,1.7949,-23.3335,59.2305,6.4102,13.5898,-1.7949,11.0254,-6.4102,40.769,-21.7949,14.1025,-20.7693,
-24.1025,-15.3845,3.0769,-24.6152,57.949,9.7439,12.8206,-3.0769,12.8206,-7.1794,41.0256,-15.3845,15.3845,-24.6152,
-24.8721,-16.1538,-0.25635,-23.3335,56.1538,4.3589,10,0.25635,5.8975,-9.4873,35.6406,-6.4106,11.0254,-20.2563,
-23.5898,-15.8975,3.5898,-21.0254,52.3076,-0.5127,13.3335,0.5127,5.6411,-8.7178,35.3848,-15.8975,10.2563,-21.0254,
-24.6155,-16.4102,3.5898,-23.0771,63.5898,6.6665,11.7949,-3.5898,12.3076,-12.3076,38.9741,-30.2566,13.8462,-18.4617,
-20.5127,-13.3333,2.5642,-25.1282,78.5898,16.4104,19.4871,-2.5642,27.3076,-9.2307,47.6921,-25.1282,22.5642,-6.6667,
-22.3079,-16.1541,0.76929,-30,68.4617,4.8718,18.2048,-0.76929,25.3845,-7.949,43.8459,-22.8206,20.2561,-18.2053,
-20.7693,-14.6152,3.3335,-19.231,53.4617,-3.3335,11.5386,7.9487,14.6152,-8.4614,36.6665,-22.3079,15.1279,-29.4873,
-20.769,-16.6665,3.3335,-17.6924,50.5127,-1.7949,7.9487,1.7949,14.6152,-12.0513,30.5127,-22.3076,10.5127,-23.3335,
-20,-15.3848,1.5386,-22.5642,65.5127,8.7178,7.1792,-4.1025,19.4873,-1.5386,34.3589,-12.3076,13.333,-9.231,
-18.2051,-15.1282,0.76904,-23.8462,72.0513,11.5386,11.5386,-1.7949,24.3589,-0.76904,40.769,-12.0513,20.769,-10.5127,
-17.4358,-16.9231,2.564,-23.0769,62.0513,1.5386,16.9233,-1.5386,26.667,-11.2817,36.9233,-22.564,18.9746,-21.0256,
-20.5127,-13.8462,4.6155,-20.5127,61.0256,-1.0256,16.9231,1.0256,28.2053,-4.6155,37.4358,-17.9487,21.0256,-25.1282,
-25.6409,-15.8972,3.5898,-22.051,57.436,-2.0513,11.7949,2.0513,28.7183,-3.5894,42.5645,-12.8203,26.1538,-27.1792,
-26.4102,-14.1025,3.8462,-19.7434,54.1025,-1.7949,8.4614,1.7949,27.436,-7.9487,39.231,-12.0513,22.8208,-22.3076,
-24.3589,-11.0256,7.949,-15.6409,57.1794,-0.76929,11.5388,0.76929,28.9744,-4.8718,35.1282,-16.1538,22.3079,-16.1538,
-20.2563,-13.0769,11.5388,-15.1282,57.6926,-1.282,13.0769,1.282,27.949,-3.8459,36.6667,-20.2563,24.3591,-18.2051,
-19.4871,-13.8462,4.6155,-16.4102,60.5129,-1.0256,10.2566,1.0256,25.1282,-5.6409,37.949,-12.8206,21.0256,-20.5127,
-17.9487,-10.2566,8.2051,-16.4104,63.5898,-1.5386,17.436,1.5386,32.8203,-4.1025,42.564,-4.1025,24.6152,-11.7949,
-25.3845,-13.0767,11.0259,-16.1538,53.0771,-2.3076,12.0513,2.3076,26.4106,-4.3589,37.1797,-4.3589,19.231,-3.333,
-25.6411,-17.436,5.1279,-16.4102,44.6152,0.5127,-1.5386,4.1025,18.4614,-0.5127,31.2817,-2.0513,10.769,-7.1797,
-14.8721,-16.4102,3.0767,-17.436,44.1025,-2.0513,-5.6411,-1.5386,20,2.0513,31.7949,1.5386,7.1792,-22.1797,
-12.0513,-10.5127,3.8462,-15.1284,56.1538,0.25635,-0.25635,-0.25635,20.2563,2.3076,35.1279,-0.76904,8.4614,-16.6665,
-21.5386,-17.9487,2.0513,-22.564,65.6411,-1.5386,4.6152,-0.5127,18.4614,-3.0771,33.8462,-15.769,10.2563,-1.6665,
-18.718,-16.1541,8.9744,-17.6921,64.3591,0.25659,7.4358,-0.25659,25.3845,-0.25659,38.2048,-16.6667,14.1023,-1.282,
-17.1797,-13.0771,6.4102,-9.4873,49.3591,-0.76953,0.25635,-0.25635,22.8203,0.25635,39.2305,-14.6157,10.5127,-16.282,
-20.0002,-15.385,4.1023,-11.7952,47.1794,-2.5642,1.0256,1.5383,18.9744,-1.0256,36.9231,-27.6926,9.2307,-15.385,
-19.7437,-14.6152,4.3589,-17.6924,56.1538,-0.25635,0.25635,2.8203,19.7437,-3.8462,34.6152,-29.4873,8.4614,-7.436,
-19.2307,-14.6155,4.8718,-16.1541,46.4104,1.282,-0.76929,0.76929,21.282,-6.4104,36.1536,-14.4873,9.4871,-17.1794,
-20.7693,-15.6409,4.3591,-11.5383,35.1282,0.25659,0.25659,-0.25659,19.2307,-3.3333,35.6409,-11.5383,11.5383,-22.8206,
-21.5386,-15.8975,5.1279,-14.3589,37.9487,-2.0513,0.5127,1.0254,15.8975,-0.5127,31.2817,-17.436,9.7437,-7.8206,
-19.4873,-17.436,8.2051,-17.9487,36.9229,-4.1025,-2.5645,0,15.3843,0,32.3076,-11.7949,5.1279,7.1794,
-18.9744,-15.8972,2.5642,-20.5129,29.2307,-0.51294,-5.6409,-3.0769,12.3079,4.1028,35.8977,-7.6921,1.0256,0.51294,
-18.718,-15.6409,0.25659,-20.2566,22.8206,-0.25659,0.25659,-5.3845,14.6155,1.7947,40.2566,-21.282,4.8718,-12.0515,
-15.6409,-13.5896,6.9231,-8.9744,25.3845,-0.76929,1.7947,0.76929,19.2307,-5.3845,45.8972,-33.0769,11.0256,-6.9231,
-17.1797,-11.0259,8.4614,-0.76904,26.9229,0.76904,-5.8975,3.3335,17.6924,-5.3848,46.4102,-25.3848,10.5127,-8.4614,
-15.1282,-10.5129,12.051,-2.8206,38.2053,0.25659,0.25659,-0.25659,21.282,-1.282,47.4358,-16.6667,12.051,-16.6667,
-9.7439,-7.6926,12.3074,-1.5383,53.2053,-2.5642,6.1536,1.5383,17.4358,-5.1282,44.1023,-23.5896,10.7693,-10.7693,
-4.8718,-7.4363,11.0256,-0.76929,68.2053,-7.4363,5.3845,0.76929,11.5383,-12.5642,42.3074,-32.0515,9.9998,-8.9744,
0,-3.5898,16.4102,-3.0771,78.4614,-9.7437,10.769,0,18.4614,-8.7178,50.2563,-24.6155,14.8716,-9.7437,
-2.8206,-2.8206,15.6409,-6.4104,79.2307,-11.5383,13.0769,2.8206,23.3333,-4.8718,55.6409,-30,17.1794,-8.4617,
-1.7949,-4.8721,18.7178,-5.3848,76.6665,-14.6155,15.6411,1.7949,29.4873,-10,59.2305,-45,21.7949,-13.5898,
-1.0254,-1.0254,17.9487,0,72.3076,-15.3843,12.8208,0,24.6157,-12.8203,55.8975,-48.7178,17.436,-11.2817,
-3.3333,-1.282,11.0256,-0.25659,70.5129,-15.6409,9.9998,0.25659,19.2307,-5.8977,52.5642,-33.7178,12.051,-2.8206,
-4.8718,-6.4104,7.9485,-6.9231,65.3845,-14.6155,8.4612,-0.76929,21.7947,0.76929,49.4871,-18.7178,12.5637,-14.6155,
-11.2822,-7.1797,2.564,-14.3594,52.8203,-12.8208,2.0513,-2.0513,19.4868,2.564,39.4868,-9.7437,9.2305,-24.1028,
-15.6409,-5.8977,2.8206,-13.0769,51.0256,-16.1541,2.3079,-2.3079,18.2053,5.8972,39.7434,-3.3333,8.4617,-9.1028,
-17.6921,-7.949,2.8206,-13.0769,59.2307,-19.2307,0.76929,-2.8206,16.1541,2.3079,41.7947,-12.5642,4.3591,-0.76929,
-14.8721,-5.1284,3.5898,-15.3848,61.0254,-12.3076,5.6411,0,20,0,45.1279,-25.1284,8.7178,-8.7183,
-13.5894,-4.3589,5.8975,-16.1538,55.1284,-12.564,10.5132,0.25635,24.8721,-0.25635,50,-28.4614,15.6411,-20.2563,
-11.7947,-1.5383,9.7439,-9.7434,61.0256,-13.3333,11.7952,1.0256,30.7693,-1.0256,56.4104,-32.8203,21.0256,-23.0767,
-10.2563,-1.5383,13.8464,-10.7693,58.4617,-18.4614,15.3845,1.5383,37.949,-5.6409,57.949,-47.8203,26.6667,-22.564,
-13.0769,-1.7949,11.5386,-13.0769,46.9233,-24.8716,11.0259,1.7949,34.1025,-5.8975,55.1284,-57.6921,24.8721,-26.4102,
-13.5898,-1.7949,7.9487,-6.4102,45.8975,-23.8462,4.3589,-0.25635,31.0259,0.25635,55.1284,-42.6921,20.769,-35.1282,
-12.0513,-4.3589,11.0259,-4.3589,45.3848,-21.7949,4.8716,-3.8462,33.5898,3.8462,54.6152,-27.6921,20.2563,-34.6155,
-15.6409,-5.3845,10.0002,-9.4871,44.8718,-19.2307,1.282,-1.282,25.8977,8.4617,50.0002,-12.6921,16.6667,-19.7437,
-16.6665,-6.4102,7.436,-12.564,48.9741,-19.7437,-1.2822,1.2822,19.7437,7.9487,42.8203,-5.8975,10.5127,-4.8721,
-13.5898,-5.3843,5.8975,-7.436,50,-22.8203,-3.333,0.25635,16.1538,0.25635,32.564,-11.0254,5.3848,-0.25635,
-10.5127,-2.8203,11.0254,-1.7949,52.564,-18.7178,-0.25635,0.25635,16.1538,0.25635,34.1025,-11.5386,7.436,-11.0259,
-8.9744,-4.3591,14.6155,-7.4358,53.5896,-18.2053,4.8718,-1.7947,18.718,1.7947,38.718,-15.6409,11.5383,-19.7434,
-4.8718,-2.3079,10.5129,-8.4617,53.0769,-23.8462,3.8464,1.282,18.2053,-1.282,38.718,-26.4102,11.0256,-14.1023,
-2.0513,-2.0513,13.3335,-2.564,51.7949,-25.1282,7.6924,2.0513,21.5386,-3.0767,42.5645,-32.3076,13.3335,-20.5127,
-4.3591,-0.76929,17.6921,-3.8464,54.1023,-20.2566,8.9744,-0.76929,19.7434,0.76929,42.8206,-22.3079,14.6155,-24.8718,
-11.2822,-1.5386,10.2563,-10.2563,51.2817,-25.1284,1.5386,-2.0513,12.8203,6.6665,36.4102,-12.3076,10.769,-14.8721,
-17.6921,-7.949,5.8972,-11.5383,40.2566,-32.5642,1.7947,-1.7947,14.6155,2.3079,36.1541,-19.7434,8.4617,-20.2566,
-19.7439,-5.385,4.3586,-10.5129,36.1536,-27.949,3.8459,1.282,16.6667,-1.282,37.6921,-26.4104,7.9485,-31.0259,
-14.1028,-2.8206,6.4104,-13.0769,38.718,-26.9231,1.7947,-0.76929,18.2053,0.76929,37.1794,-25.3848,12.051,-23.8462,
-6.6667,-3.0769,12.3079,-9.7434,40.5129,-27.6924,2.5642,-2.5642,18.4617,3.5896,37.949,-26.1538,11.7947,-20.5129,
-6.9233,-1.2822,9.4873,-5.8975,35.6411,-25.3848,4.8716,-0.76904,16.1538,0.76904,38.7178,-22.3076,9.4873,-24.3591,
-5.8975,-0.76904,5.8975,-11.5386,37.1792,-26.9231,5.8975,0.25635,20.2563,-0.25635,43.3335,-18.2051,15.1279,-15.6411,
-6.4102,-2.3076,5.3848,-16.6665,36.6665,-28.9744,1.2822,-0.25635,18.7178,0.25635,39.7437,-21.7949,15.6411,-7.436,
-8.2051,-1.5386,10.2563,-13.8462,27.1797,-25.6409,6.667,0,17.436,0,36.4102,-20.5127,17.436,-14.3589,
-6.6667,2.5642,11.282,-15.3845,29.2307,-23.0769,10.2566,-2.5642,17.949,-4.1023,40.0002,-24.6152,21.0256,-26.6665,
-3.3333,4.3591,5.3845,-20.7693,44.2307,-22.8206,3.3333,-3.8459,15.1282,-7.9485,39.7434,-35.6411,18.2053,-27.9487,
-0.51294,0.51294,8.2053,-23.0769,43.0769,-23.0769,4.1028,-0.51294,16.4104,-5.1282,36.4104,-32.3076,16.4104,-22.0513,
-6.9229,-0.76904,8.9746,-21.282,28.0769,-21.282,-0.25635,3.3335,15.6411,0.25635,32.564,-18.718,16.1538,-16.1538,
-17.1794,0.25635,8.4619,-20.2563,21.2822,-21.282,-2.3076,3.8462,17.6924,-0.25635,33.5898,-19.2307,17.6924,-13.5894,
-13.8459,-1.5383,10.2566,-21.5386,26.6667,-23.5898,5.6409,1.5383,19.4871,-1.5383,37.4358,-23.0769,19.4871,-16.9231,
-7.9487,-0.25635,7.436,-19.231,34.6152,-24.8718,5.8975,0.25635,16.1538,-2.3076,35.6411,-22.3079,16.6665,-22.8206,
-8.9744,0.76929,12.051,-15.1282,40.2561,-26.4104,5.3845,-0.76929,19.2307,-6.9231,35.1282,-32.0515,16.1536,-25.8977,
-7.9487,0.25635,15.6411,-15.1279,37.6924,-27.4358,5.3848,-0.25635,16.1538,-12.0513,32.564,-37.6921,13.5898,-22.8206,
-4.1023,-1.0256,10.2566,-22.0513,31.7952,-26.6665,1.0256,1.0256,11.7952,-9.2307,31.7952,-30.769,13.8464,-21.0256,
-5.3848,0.25635,11.0259,-21.7949,22.8208,-22.8206,1.7949,-0.25635,16.1538,-4.8716,34.1025,-23.3333,18.7178,-20.7693,
-4.6152,2.0513,14.8721,-15.8975,8.7183,-21.0256,3.0771,-2.0513,14.8721,-5.6411,33.8462,-23.0769,16.4102,-23.0769,
1.7949,-1.7949,14.1025,-21.282,2.3081,-29.4871,1.7949,-4.3589,13.0771,-10,31.5386,-27.9485,13.5898,-27.4358,
2.3076,-0.25635,9.4873,-25.8975,17.3081,-24.3591,-1.2822,0.25635,14.6152,-7.436,32.564,-24.3591,13.5898,-18.7178,
-3.3333,0.25659,6.4104,-22.3076,28.9744,-9.3591,-0.25659,8.9744,17.1794,-0.76929,38.2053,-20.2563,18.718,-4.3591,
-6.1538,-2.0513,8.2051,-21.5386,13.9744,-8.7178,2.0513,8.2051,16.4102,-2.564,36.4102,-25.1282,17.9487,-6.1538,
-7.6924,2.564,7.1797,-23.0769,4.6152,-11.7949,-2.564,3.5898,14.3589,-3.5898,34.3589,-21.5386,12.3076,-11.2822,
-13.3333,-0.51294,5.1282,-25.1282,13.8459,-5.6409,-3.0769,0.51294,19.4871,0.51294,41.5383,-13.8459,18.4617,-9.7434,
-15.3845,-1.0256,6.6667,-22.0513,-1.1541,-4.6155,1.0256,2.5642,24.1028,9.2307,44.1028,-14.8718,22.5642,-6.1536,
-14.8718,3.0767,9.231,-21.5386,-16.1541,-12.3076,1.5386,-1.5386,20,9.231,41.5386,-22.0513,17.9487,-13.8462,
-12.3074,5.6414,13.3337,-18.9741,-4.1023,-7.1794,4.1028,-3.0769,22.0515,3.0769,46.6667,-22.564,23.0769,-15.8972,
-20.2563,0.76904,5.3848,-21.282,5.8975,-0.25635,0.25635,-1.7949,21.7949,-0.25635,39.7437,-18.2051,20.769,-7.436,
-23.8459,-0.25635,6.4106,-21.7947,-9.1025,-6.4102,0.25635,2.3076,24.3594,0.76953,32.0513,-11.5381,15.1284,-1.2817,
